C+,dropout,layers,learning_rate,loops,tau,weight_decay,mean accuracy,mean test accuracy
1.523271773,0.063394392,[32],0.214669144,897,275,0.173604359,0.247125749,0.30748503
19.7443475,0.250586015,[32],0.447837165,884,370,0.251562795,0.248143713,0.308263473
17.63474752,0.176421568,[64],0.179759859,962,240,0.211492058,0.247125749,0.30748503
20.11742267,0.974761704,[16],0.163531067,934,286,0.430578577,0.247125749,0.30748503
16.7621811,0.331779791,"[16,16]",0.48017912,967,10,0.045962157,0.248802395,0.310898204
4.317725564,0.207259603,"[64,64,64]",0.216613609,797,113,0.421245974,0.249161677,0.309041916
0.259531461,0.171225305,"[128,128,128]",0.206213712,898,375,0.334362328,0.247125749,0.30748503
1.048183688,0.068591929,"[64,64]",0.063162866,976,321,0.018535897,0.387305389,0.466227545
15.87556814,0.32082724,[64],0.552448697,915,337,0.45601712,0.249161677,0.309041916
19.50234809,0.396576197,"[128,128]",0.505094487,741,54,0.365706275,0.247245509,0.30748503
0.264281321,0.641896323,"[128,128]",0.147413298,877,350,0.549656325,0.247125749,0.30748503
1.682379163,0.916969864,"[16,16]",0.081212856,753,99,0.205949693,0.249161677,0.309041916
10.40992558,0.787978738,[64],0.008105616,870,22,0.475488816,0.248143713,0.308263473
14.08955004,0.854431393,[128],0.397478227,693,379,0.112278725,0.248143713,0.308263473
4.926948376,0.943766557,"[16,16,16]",0.278660012,839,407,0.320242355,0.247125749,0.30748503
3.75747586,0.697555595,"[32,32,32]",0.34285427,880,306,0.447748731,0.248143713,0.308263473
13.63555872,0.063791053,"[32,32,32]",0.273519962,785,40,0.007623301,0.296826347,0.349041916
5.116396972,0.427208647,"[32,32]",0.228385776,696,440,0.117221935,0.247125749,0.30748503
16.35499164,0.999755517,"[64,64]",0.11438931,823,358,0.025182971,0.243293413,0.302874251
19.91496864,0.259592213,"[64,64,64]",0.544975134,905,316,0.477426037,0.249221557,0.309041916
7.013326219,0.522478749,"[32,32]",0.405311781,797,382,0.15643034,0.248143713,0.308263473
13.85461542,0.9818195,"[16,16]",0.144803899,818,195,0.369126838,0.247125749,0.30748503
15.76214746,0.711168671,"[16,16]",0.127921449,921,282,0.266334801,0.248143713,0.308263473
0.348935541,0.732585706,[32],0.190182242,701,123,0.321536979,0.247125749,0.30748503
12.0221345,0.823583869,"[32,32]",0.545228721,901,232,0.163056513,0.250239521,0.309820359
20.12794952,0.403364635,[128],0.240655796,712,329,0.456437036,0.249161677,0.309041916
11.3215873,0.394180775,"[16,16,16]",0.112500679,833,247,0.443953648,0.247125749,0.30748503
12.49593762,0.252901587,[16],0.449286019,886,377,0.542824482,0.248143713,0.308263473
20.01787159,0.886375845,"[32,32]",0.101113162,715,214,0.458167296,0.249161677,0.309041916
3.681166296,0.784682001,[64],0.270394956,700,362,0.403046578,0.248143713,0.308263473
9.190074566,0.143662529,"[64,64]",0.140983378,688,183,0.184373099,0.248143713,0.308263473
9.470887233,0.123410549,"[16,16]",0.131678462,976,85,0.229668357,0.249161677,0.309041916
21.01220841,0.973942003,[32],0.44998039,857,72,0.218522538,0.248143713,0.308263473
20.69076944,0.400427938,"[128,128]",0.033100216,834,281,0.112870443,0.248143713,0.308263473
13.94630567,0.822142367,"[32,32]",0.245198608,910,43,0.005935825,0.307125749,0.365329341
18.95216766,0.172124936,[64],0.467515067,906,243,0.35689123,0.248143713,0.308263473
6.535727498,0.795939761,"[32,32,32]",0.482980912,845,205,0.090918389,0.248143713,0.308263473
8.796578766,0.261302708,[64],0.018594173,925,458,0.215530258,0.249161677,0.309041916
5.878520461,0.840591005,"[64,64,64]",0.545809996,977,168,0.116285408,0.243293413,0.287664671
18.5956309,0.134378389,"[64,64]",0.521137109,879,328,0.078445547,0.247125749,0.30748503
2.646539003,0.035432203,[64],0.461119959,686,348,0.299653301,0.249161677,0.309041916
7.338461221,0.275235752,"[16,16]",0.419552996,883,75,0.055889029,0.247125749,0.30748503
19.729159,0.227489881,[32],0.118957981,877,388,0.313027811,0.248143713,0.308263473
4.268830676,0.511745155,"[16,16]",0.386004051,932,86,0.535235638,0.248143713,0.308263473
16.44471849,0.381972903,"[64,64,64]",0.480111357,688,258,0.211887021,0.249161677,0.309041916
17.101435,0.161969541,"[32,32]",0.082689941,719,121,0.175229203,0.249161677,0.309041916
15.06455258,0.66196908,"[128,128,128]",0.481854678,711,297,0.301682659,0.248203593,0.308263473
6.894108539,0.247944243,"[16,16,16]",0.003395486,869,57,0.31485919,0.249161677,0.309041916
6.770149395,0.599964995,[32],0.55305612,675,209,0.427926184,0.249161677,0.309041916
10.15689683,0.427328313,[16],0.438128543,896,16,0.272010339,0.249161677,0.309041916
13.04065294,0.505365169,[32],0.226843491,735,307,0.488115894,0.247125749,0.30748503
12.17076249,0.076449201,"[64,64]",0.04785268,706,96,0.308705025,0.249161677,0.309041916
10.32453969,0.887591285,"[16,16,16]",0.070306127,665,66,0.420314938,0.247125749,0.30748503
16.99527239,0.897026557,"[128,128]",0.209963284,699,123,0.30896527,0.247125749,0.30748503
13.10109165,0.615987568,[64],0.14699163,941,24,0.374408558,0.247125749,0.30748503
0.617520018,0.644692215,"[32,32]",0.066265513,893,386,0.207896694,0.248143713,0.308263473
7.678395636,0.766319391,"[128,128,128]",0.28440774,983,338,0.419768825,0.249161677,0.309041916
16.96578799,0.727549113,[32],0.21074586,865,378,0.043320014,0.328802395,0.408443114
0.82699306,0.929233708,[32],0.372964175,985,1,0.305068806,0.248143713,0.308263473
19.21596498,0.889499205,"[64,64]",0.034690819,715,112,0.235811776,0.248143713,0.308263473
10.27909789,0.732862559,"[64,64,64]",0.536142881,926,428,0.437528181,0.249161677,0.309041916
15.72523585,0.957028845,[128],0.246209523,860,139,0.367955431,0.247125749,0.30748503
7.361969649,0.726142827,"[32,32]",0.060854934,668,291,0.34103025,0.248143713,0.308263473
2.897852037,0.320701056,[128],0.178611459,935,470,0.391647299,0.249161677,0.309041916
17.14264289,0.03455844,[16],0.330813963,672,295,0.309603326,0.247125749,0.30748503
1.85447402,0.735666247,[64],0.383034787,753,17,0.521303376,0.247125749,0.30748503
9.476737823,0.218070506,"[64,64]",0.480420133,870,238,0.417246099,0.249161677,0.309041916
12.98557472,0.621251883,[128],0.340152838,748,191,0.126841033,0.247125749,0.30748503
6.16876574,0.528551041,"[32,32]",0.375156583,823,299,0.365167295,0.247125749,0.30748503
2.920680213,0.440983655,[16],0.414204074,862,194,0.373366768,0.248143713,0.308263473
15.38563526,0.711673931,"[16,16]",0.045096816,970,98,0.376701542,0.248143713,0.308263473
5.189426413,0.764425452,"[64,64,64]",0.379518502,934,250,0.282132204,0.248143713,0.308263473
3.599248078,0.690898665,[128],0.136344324,926,120,0.500457338,0.248143713,0.308263473
4.091133235,0.342523761,"[16,16]",0.196428563,956,104,0.486628168,0.248143713,0.308263473
6.931556109,0.563582854,"[32,32,32]",0.542977208,988,127,0.365753216,0.247125749,0.30748503
17.8930415,0.675207779,"[32,32]",0.407216593,763,376,0.310261337,0.247125749,0.30748503
20.91081361,0.199225772,"[128,128,128]",0.36038131,910,453,0.128304871,0.249041916,0.31005988
16.07069559,0.946366542,[64],0.222641257,833,7,0.117409589,0.248562874,0.308443114
13.15418178,0.294045369,"[16,16]",0.368437052,885,464,0.139448499,0.248143713,0.308263473
1.164955505,0.53199743,[32],0.076698861,895,247,0.010270426,0.398862275,0.464730539
4.145743533,0.64499675,"[128,128]",0.107488774,836,350,0.433855578,0.247125749,0.30748503
6.338895467,0.55195337,"[64,64]",0.179438943,860,305,0.011199819,0.291017964,0.346167665
5.546279123,0.348549995,[32],0.074760904,923,366,0.068646135,0.253113772,0.315269461
10.83869171,0.405910951,"[128,128]",0.1249046,707,418,0.286295412,0.247125749,0.30748503
3.254229378,0.415689571,"[128,128,128]",0.441694598,827,149,0.515877054,0.248143713,0.308263473
20.92685488,0.713457242,"[64,64,64]",0.389843685,799,34,0.434769384,0.248143713,0.308263473
5.030324797,0.153125549,"[64,64,64]",0.36498785,742,196,0.27243003,0.248143713,0.308263473
3.184337664,0.589031205,"[128,128,128]",0.100830952,716,209,0.011953935,0.308083832,0.382215569
7.224374321,0.563558732,"[16,16,16]",0.113177947,909,424,0.228279757,0.247125749,0.30748503
18.82594304,0.642554683,"[64,64,64]",0.423342921,951,261,0.361591676,0.247125749,0.30748503
3.193252524,0.710404394,"[32,32]",0.340467622,927,355,0.139405768,0.247125749,0.30748503
17.5602715,0.39730084,"[64,64]",0.045565455,842,18,0.103945067,0.249161677,0.309041916
20.10132437,0.394676872,"[64,64]",0.033286483,980,50,0.418293188,0.248143713,0.308263473
5.640003211,0.899240282,"[128,128,128]",0.118852685,962,454,0.322026641,0.248143713,0.308263473
19.29180452,0.850172579,[16],0.194951645,815,350,0.036404058,0.331736527,0.409281437
10.78495894,0.85388653,"[64,64]",0.041807446,859,484,0.220465216,0.249161677,0.309041916
18.54527641,0.056009386,[16],0.462905946,976,498,0.454596959,0.248143713,0.308263473
12.29237935,0.064304631,"[16,16]",0.287837383,815,396,0.070650232,0.248143713,0.308263473
21.12775598,0.689113889,"[32,32]",0.078362852,990,183,0.300307063,0.248143713,0.308263473
12.73300658,0.336590487,"[32,32]",0.103411878,981,123,0.361864858,0.249161677,0.309041916
19.05794868,0.217158689,"[128,128,128]",0.22775769,976,75,0.251533849,0.249161677,0.309041916
19.78662214,0.134750906,[128],0.306850599,889,464,0.126434076,0.247125749,0.30748503
18.9785594,0.772124605,[32],0.403008241,772,256,0.13271825,0.249161677,0.309041916
11.75681587,0.404498372,"[128,128,128]",0.025065998,791,384,0.465990173,0.249161677,0.309041916
10.12143142,0.287781792,"[32,32,32]",0.244760305,853,374,0.108002628,0.247125749,0.30748503
1.385968029,0.976132526,"[128,128]",0.461099126,870,308,0.554796504,0.247125749,0.30748503
18.86079591,0.876584414,"[32,32]",0.223605763,874,111,0.253625306,0.248143713,0.308263473
20.4317085,0.492635464,[32],0.324936644,994,227,0.0085937,0.344730539,0.404670659
17.68184464,0.311446868,[64],0.018365394,934,420,0.018322415,0.399401198,0.459221557
2.266029344,0.171433454,"[32,32]",0.101066163,671,376,0.073091784,0.249161677,0.309041916
18.77711828,0.927445458,[128],0.088464135,675,257,0.122125637,0.247125749,0.30748503
4.038606398,0.441531703,"[128,128,128]",0.285622379,897,98,0.267315017,0.248143713,0.308263473
2.703462254,0.243529816,[32],0.066207088,821,287,0.184930314,0.248143713,0.308263473
11.80379729,0.594018257,[16],0.399436848,986,308,0.368443028,0.248143713,0.308263473
10.51605638,0.667045948,"[16,16,16]",0.508940588,726,248,0.512794937,0.249161677,0.309041916
5.244609598,0.000965893,"[32,32,32]",0.258229901,893,128,0.242428081,0.249161677,0.309041916
0.823107016,0.075268823,[128],0.26645526,741,99,0.427950036,0.247125749,0.30748503
13.69292486,0.048927322,"[16,16,16]",0.501023567,752,487,0.191231329,0.248143713,0.308263473
12.50636847,0.707177699,"[32,32,32]",0.12195639,791,359,0.374175463,0.248143713,0.308263473
12.07592026,0.920548377,"[32,32]",0.258148985,757,91,0.241080066,0.248143713,0.308263473
6.167962758,0.769647216,"[64,64,64]",0.093565501,774,345,0.105796123,0.248143713,0.308263473
0.345959939,0.383956792,[128],0.325793919,981,254,0.391597529,0.249161677,0.309041916
18.45945545,0.161167711,[16],0.335949655,922,149,0.521917733,0.248143713,0.308263473
18.53124148,0.103937669,[32],0.097461695,815,224,0.179684736,0.247125749,0.30748503
6.775608397,0.904061924,[64],0.310548098,812,314,0.066207997,0.264610778,0.332874251
2.538106756,0.091171896,"[64,64,64]",0.158543798,725,28,0.078015332,0.247125749,0.30748503
2.788175209,0.005526821,[64],0.422209231,966,184,0.383519957,0.248143713,0.308263473
18.92703191,0.108797498,[32],0.360037543,764,119,0.173571959,0.248143713,0.308263473
1.400174407,0.977843214,[32],0.452799375,809,37,0.387923801,0.248143713,0.308263473
2.776032193,0.652143978,"[64,64,64]",0.304027483,666,364,0.390993476,0.247125749,0.30748503
13.24626498,0.567878378,[128],0.348068498,792,159,0.276039792,0.248143713,0.308263473
3.341659967,0.045161476,[64],0.190394052,740,145,0.50298171,0.248143713,0.308263473
16.00489096,0.446499162,[64],0.496336751,754,434,0.535285622,0.248143713,0.308263473
20.24303577,0.708091823,"[16,16,16]",0.504332541,812,60,0.510546839,0.249161677,0.309041916
13.50349218,0.7749317,[32],0.237430619,896,95,0.508750535,0.249161677,0.309041916
11.76766487,0.615411528,"[128,128]",0.529629022,918,52,0.04254216,0.251976048,0.319401198
5.700465978,0.063884995,"[128,128]",0.140858797,950,287,0.133086208,0.247125749,0.30748503
9.674688089,0.213794541,"[16,16]",0.394204122,956,170,0.00510996,0.278682635,0.32005988
14.36977212,0.898828191,[64],0.514582929,780,337,0.034963987,0.342934132,0.413892216
20.94655732,0.10143693,"[128,128,128]",0.186387146,777,52,0.039304399,0.258023952,0.326167665
7.482769306,0.354923833,"[16,16]",0.108811834,981,143,0.233724324,0.247125749,0.30748503
9.506932069,0.562245965,[64],0.301493197,992,486,0.305294556,0.248143713,0.308263473
8.372067912,0.142675699,"[64,64]",0.279023361,997,191,0.285191884,0.249161677,0.309041916
17.23550823,0.968354729,"[64,64]",0.392938476,938,111,0.46656749,0.248143713,0.308263473
0.464101696,0.576434391,[64],0.189255324,922,37,0.331886906,0.249161677,0.309041916
15.85367222,0.685804685,[64],0.08906287,960,417,0.008003282,0.398922156,0.465868263
11.58112189,0.288579231,"[32,32,32]",0.459427274,845,297,0.552960158,0.249161677,0.309041916
7.1691774,0.85421131,"[64,64,64]",0.521715697,706,448,0.413866689,0.248143713,0.308263473
12.27022308,0.333705221,"[64,64]",0.260245074,862,470,0.416801077,0.247125749,0.30748503
1.967474757,0.891048701,[32],0.226325779,961,422,0.423608541,0.248143713,0.308263473
5.076474068,0.639696777,"[32,32]",0.367382983,980,133,0.520765044,0.247125749,0.30748503
9.162460665,0.076594024,"[16,16]",0.315950833,980,363,0.390677489,0.248143713,0.308263473
15.50414576,0.556869495,"[128,128,128]",0.338648165,808,171,0.266859324,0.248143713,0.308263473
19.92499108,0.019528376,[64],0.367238075,943,469,0.238714096,0.248143713,0.308263473
20.16796786,0.84233302,[128],0.09423853,768,50,0.516104233,0.248143713,0.308263473
18.31669244,0.780299568,"[32,32]",0.551395224,879,334,0.292666348,0.248203593,0.308263473
8.229687577,0.272952233,"[128,128,128]",0.507973756,682,229,0.008060326,0.238023952,0.281317365
9.997630683,0.566494922,"[128,128,128]",0.160834258,681,79,0.135604618,0.249161677,0.309041916
18.40468661,0.146575871,[16],0.39105709,697,329,0.269211774,0.248143713,0.308263473
10.36519599,0.379913491,"[16,16]",0.303387958,734,443,0.372190068,0.248143713,0.308263473
5.731547287,0.59587197,[16],0.118779482,799,119,0.353733176,0.248143713,0.308263473
1.211838138,0.690892365,[16],0.004111209,961,260,0.468775439,0.248502994,0.308742515
6.255497638,0.420845232,"[32,32]",0.37517307,763,339,0.426794677,0.248143713,0.308263473
0.700289026,0.929657692,"[32,32,32]",0.142464564,740,272,0.331914225,0.249161677,0.309041916
5.386647638,0.314462089,[16],0.418458882,914,333,0.148471279,0.249161677,0.309041916
6.805776341,0.4881197,[64],0.507041393,694,462,0.021425568,0.348802395,0.402994012
3.503025876,0.42429609,"[32,32]",0.143946401,933,352,0.395636073,0.248143713,0.308263473
17.38111834,0.916032776,[32],0.426559189,969,293,0.452555663,0.248143713,0.308263473
14.42706142,0.800239292,[64],0.41839563,916,436,0.302483559,0.248143713,0.308263473
1.886164854,0.95541358,[64],0.005469793,913,411,0.453322322,0.248143713,0.308263473
7.139933742,0.618123656,"[16,16,16]",0.065396489,761,484,0.391169161,0.248143713,0.308263473
6.807523768,0.506224195,"[64,64]",0.129050615,725,389,0.414133517,0.247125749,0.30748503
9.824414659,0.404377245,"[32,32,32]",0.340396238,903,344,0.241864605,0.249161677,0.309041916
1.09687476,0.065553825,"[64,64,64]",0.420128109,855,147,0.415221193,0.249161677,0.309041916
9.697521272,0.812835106,[16],0.418398015,926,366,0.137381345,0.249161677,0.309041916
2.495423125,0.204642775,[128],0.127533952,707,19,0.279550698,0.247125749,0.30748503
8.90054492,0.900924073,"[128,128]",0.090061517,930,478,0.264159462,0.247125749,0.30748503
0.832604587,0.784339705,"[128,128,128]",0.130242263,913,352,0.438891515,0.247125749,0.30748503
19.05480147,0.402144886,"[16,16,16]",0.133224287,913,1,0.256591925,0.248143713,0.308263473
14.38410023,0.83505537,[64],0.357809982,918,436,0.102920063,0.249161677,0.309041916
8.720147092,0.520809031,"[128,128]",0.046153262,948,494,0.43391122,0.249161677,0.309041916
0.982241876,0.02980201,"[32,32]",0.114625502,813,94,0.004098683,0.394670659,0.441077844
18.08467286,0.95382657,"[64,64]",0.205943758,977,414,0.510122788,0.248143713,0.308263473
11.83643144,0.975077333,"[128,128]",0.038691789,859,144,0.35229906,0.249161677,0.309041916
15.64627086,0.423560947,"[16,16,16]",0.490472147,772,399,0.287877716,0.247125749,0.30748503
3.775817754,0.488773335,"[16,16]",0.07792312,914,377,0.456722837,0.247125749,0.30748503
7.985479109,0.007188852,[128],0.176044382,815,424,0.324100404,0.248143713,0.308263473
14.21962311,0.389157976,[128],0.365724209,773,242,0.273106976,0.249161677,0.309161677
1.471577883,0.386346641,"[16,16,16]",0.176740406,907,194,0.297580418,0.249161677,0.309041916
11.32795408,0.938672877,[16],0.537298931,876,236,0.4087662,0.248143713,0.308263473
0.804467973,0.922807664,"[32,32]",0.041314517,959,297,0.013447545,0.356706587,0.432035928
12.18981926,0.170097312,"[128,128]",0.115920277,832,37,0.47609293,0.248143713,0.308263473
4.075058762,0.354634497,"[64,64]",0.47129296,703,332,0.045231383,0.247185629,0.30754491
9.649515613,0.380242109,[32],0.222885998,948,371,0.496185107,0.247125749,0.30748503
9.890639564,0.169184554,[32],0.031651101,895,40,0.060381943,0.253173653,0.317005988
19.38774623,0.604119765,"[128,128]",0.398746851,957,478,0.148568123,0.248143713,0.308263473
19.55895041,0.064471984,[16],0.520413002,984,201,0.009210537,0.341077844,0.397844311
15.70129379,0.705321287,[128],0.389638273,815,89,0.181754337,0.249161677,0.309041916
6.528457699,0.699191402,"[16,16]",0.338976258,868,293,0.347852766,0.247125749,0.30748503
4.555381141,0.634066561,[64],0.460690121,820,151,0.11453128,0.248143713,0.308263473
9.824671943,0.391300072,"[32,32,32]",0.320824335,883,33,0.123514674,0.247125749,0.30748503
